Customer_ID,Acquisition_Channel,Ad_Spend,Cart_Value,Checkout_Completed,Days_As_Customer
CUS-005602,Google Search,19.46,40.49,True,270
CUS-005603,Google Search,16.46,105.31,True,250
CUS-005604,TikTok,5.1,24.25,False,254
CUS-005605,Google Search,5.14,67.18,False,55
CUS-005606,TikTok,1.76,36.33,True,6
CUS-005607,Google Search,20.87,85.56,False,564
CUS-005608,TikTok,,85.5,False,73
CUS-005609,Google Search,17.72,118.88,False,1
CUS-005610,Google Search,16.77,97.84,True,231
CUS-005611,Instagram,1.25,111.81,True,276
CUS-005612,Google Search,10.74,47.1,True,104
CUS-005613,TikTok,2.06,72.1,True,141
CUS-005614,Google Search,16.26,49.14,True,17
CUS-005615,Google Search,8.12,87.79,False,423
CUS-005616,Instagram,2.66,77.31,False,19
CUS-005617,TikTok,1.11,83.19,False,327
CUS-005618,TikTok,1.31,57.19,False,84
CUS-005619,TikTok,2.54,37.63,False,317
CUS-005620,Instagram,2.23,109.7,False,241
CUS-005621,TikTok,0.45,80.0,True,150
CUS-005622,Google Search,3.36,30.77,False,4
CUS-005623,Instagram,9.34,71.38,False,43
CUS-005624,Instagram,9.35,71.47,True,287
CUS-005625,TikTok,4.2,9.46,False,49
CUS-005626,TikTok,6.92,70.31,True,19
CUS-005627,Google Search,3.47,46.14,False,16
CUS-005628,Instagram,1.42,75.16,True,447
CUS-005629,Instagram,6.34,81.35,True,68
CUS-005630,TikTok,4.4,83.89,True,61
CUS-005631,Instagram,12.96,,False,36
CUS-005632,Google Search,8.72,58.96,True,129
CUS-005633,Google Search,,68.43,True,383
CUS-005634,Google Search,16.21,155.99,False,13
CUS-005635,TikTok,6.03,37.38,False,6
CUS-005636,TikTok,1.66,46.45,False,45
CUS-005637,Instagram,1.82,35.63,False,267
CUS-005638,Google Search,11.53,26.37,True,120
CUS-005639,Instagram,3.12,52.32,True,389
CUS-005640,Google Search,3.34,65.24,True,119
CUS-005641,Google Search,12.78,90.96,False,507
CUS-005642,Instagram,3.82,61.64,False,46
CUS-005643,Google Search,14.58,48.11,True,277
CUS-005644,Instagram,1.67,67.97,True,25
CUS-005645,Instagram,4.97,62.6,True,216
CUS-005646,Google Search,14.55,83.0,True,238
CUS-005647,Google Search,22.46,181.34,True,4
CUS-005648,Instagram,3.79,85.85,True,158
CUS-005649,Google Search,25.02,116.17,False,24
CUS-005650,Google Search,26.69,76.37,False,89
CUS-005651,Google Search,13.25,103.81,False,64
CUS-005652,TikTok,0.7,63.8,True,244
CUS-005653,Instagram,2.73,104.49,True,33
CUS-005654,Google Search,22.2,79.15,True,198
CUS-005655,TikTok,3.4,41.84,True,53
CUS-005656,Google Search,13.17,74.54,False,125
CUS-005657,Google Search,14.08,45.46,False,7
CUS-005658,Google Search,17.83,109.76,False,0
CUS-005659,TikTok,4.66,49.79,False,133
CUS-005660,Instagram,4.98,50.69,False,146
CUS-005661,Google Search,4.57,86.21,True,31
CUS-005662,Instagram,7.44,84.81,True,62
CUS-005663,Instagram,2.53,58.61,False,16
CUS-005664,Google Search,27.43,103.08,True,247
CUS-005665,TikTok,4.71,33.26,True,17
CUS-005666,Google Search,13.41,128.62,True,102
CUS-005667,TikTok,1.71,22.94,False,122
CUS-005668,TikTok,2.63,51.91,True,20
CUS-005669,Instagram,2.33,65.82,False,584
CUS-005670,TikTok,7.39,61.65,True,7
CUS-005671,TikTok,1.97,47.76,True,484
CUS-005672,Instagram,7.87,83.21,True,119
CUS-005673,Google Search,16.76,113.24,True,158
CUS-005674,Instagram,8.06,71.59,True,427
CUS-005675,Instagram,7.05,75.76,False,19
CUS-005676,TikTok,3.42,37.8,False,35
CUS-005677,TikTok,1.62,,False,80
CUS-005678,Instagram,4.9,64.57,True,323
CUS-005679,Instagram,6.82,40.17,False,139
CUS-005680,Google Search,18.29,127.91,False,64
CUS-005681,Instagram,17.3,47.61,True,79
CUS-005682,TikTok,1.61,13.78,True,428
CUS-005683,Google Search,19.77,117.21,True,199
CUS-005684,Instagram,7.62,84.04,False,75
CUS-005685,TikTok,5.65,61.68,True,2
CUS-005686,TikTok,7.96,56.61,False,136
CUS-005687,Instagram,8.39,95.76,True,65
CUS-005688,TikTok,0.89,49.85,True,170
CUS-005689,Google Search,28.09,95.63,True,109
CUS-005690,TikTok,1.49,31.96,False,373
CUS-005691,Google Search,2.85,63.54,False,19
CUS-005692,Instagram,16.7,104.82,False,22
CUS-005693,Google Search,13.67,76.36,False,86
CUS-005694,TikTok,1.88,49.11,False,167
CUS-005695,TikTok,1.48,34.75,False,48
CUS-005696,Google Search,7.01,51.84,False,421
CUS-005697,Instagram,3.42,114.13,False,233
CUS-005698,Google Search,18.99,88.56,True,82
CUS-005699,Google Search,8.93,102.69,False,198
CUS-005700,Instagram,11.85,55.25,True,35
CUS-005701,TikTok,6.01,11.53,True,74
CUS-005702,Instagram,10.42,100.14,False,123
CUS-005703,TikTok,1.23,47.62,False,89
CUS-005704,Instagram,11.93,67.94,False,140
CUS-005705,Instagram,3.76,80.72,True,362
CUS-005706,Instagram,11.47,97.57,True,180
CUS-005707,Google Search,9.87,118.68,True,642
CUS-005708,TikTok,3.42,40.63,True,24
CUS-005709,Instagram,4.73,51.49,False,170
CUS-005710,Instagram,2.94,26.14,True,48
CUS-005711,Instagram,5.87,63.24,False,60
CUS-005712,Google Search,9.29,79.45,True,27
CUS-005713,Google Search,22.64,124.48,True,308
CUS-005714,Instagram,,42.8,True,46
CUS-005715,Instagram,8.45,37.77,True,96
CUS-005716,Google Search,4.74,47.58,True,211
CUS-005717,Google Search,3.41,72.81,False,68
CUS-005718,Google Search,12.65,139.59,True,266
CUS-005719,Instagram,2.47,67.75,False,24
CUS-005720,TikTok,4.4,91.68,True,479
CUS-005721,TikTok,1.94,62.84,False,284
CUS-005722,Google Search,11.42,136.32,True,72
CUS-005723,Google Search,5.46,117.03,True,99
CUS-005724,TikTok,2.14,26.78,False,139
CUS-005725,Instagram,5.57,93.84,False,28
CUS-005726,Instagram,1.32,71.0,False,31
CUS-005727,Instagram,14.91,82.09,True,114
CUS-005728,TikTok,4.59,54.64,True,161
CUS-005729,Google Search,10.65,81.75,False,6
CUS-005730,Google Search,9.85,76.3,False,441
CUS-005731,TikTok,2.03,40.03,False,253
CUS-005732,Google Search,15.86,107.18,True,22
CUS-005733,Google Search,9.86,87.45,True,462
CUS-005734,TikTok,8.75,52.09,True,325
CUS-005735,Google Search,28.8,,False,169
CUS-005736,TikTok,7.52,37.78,True,208
CUS-005737,Instagram,6.41,75.86,False,18
CUS-005738,Instagram,4.28,108.65,True,17
CUS-005739,Google Search,5.24,52.54,True,89
CUS-005740,Google Search,9.59,126.36,True,14
CUS-005741,TikTok,1.05,24.14,True,52
CUS-005742,Instagram,8.69,105.27,True,254
CUS-005743,Instagram,2.88,70.55,False,245
CUS-005744,Instagram,2.76,72.59,False,109
CUS-005745,TikTok,3.33,85.61,False,10
CUS-005746,TikTok,3.48,45.8,False,176
CUS-005747,Instagram,7.07,37.67,True,263
CUS-005748,Instagram,13.43,123.77,True,121
CUS-005749,TikTok,2.34,42.36,False,438
CUS-005750,Google Search,10.5,90.29,False,221
CUS-005751,Instagram,6.39,32.74,True,98
CUS-005752,Instagram,1.55,97.9,False,771
CUS-005753,Google Search,29.13,99.63,False,363
CUS-005754,Instagram,8.35,91.57,False,244
CUS-005755,TikTok,3.47,57.61,True,195
CUS-005756,Instagram,6.52,64.83,True,200
CUS-005757,TikTok,1.25,76.14,False,32
CUS-005758,Google Search,9.5,88.96,True,102
CUS-005759,Instagram,2.52,79.16,False,328
CUS-005760,Instagram,10.05,37.74,True,52
CUS-005761,TikTok,1.2,50.07,False,128
CUS-005762,Instagram,1.57,70.92,True,79
CUS-005763,Google Search,9.56,111.71,False,952
CUS-005764,Google Search,11.32,113.74,True,13
CUS-005765,Google Search,,46.98,True,168
CUS-005766,Instagram,4.36,25.39,False,26
CUS-005767,Instagram,7.5,65.38,False,272
CUS-005768,Instagram,5.94,73.29,True,205
CUS-005769,Google Search,15.03,97.44,True,402
CUS-005770,TikTok,7.53,83.75,True,176
CUS-005771,Instagram,13.42,72.42,False,80
CUS-005772,TikTok,0.42,45.47,False,316
CUS-005773,TikTok,3.52,63.04,False,485
CUS-005774,Google Search,18.62,,True,319
CUS-005775,Instagram,2.49,58.05,False,191
CUS-005776,Instagram,3.89,5.0,False,134
CUS-005777,Google Search,12.68,48.28,False,240
CUS-005778,Instagram,7.26,89.32,False,4
CUS-005779,Instagram,13.57,89.3,True,173
CUS-005780,Instagram,10.47,63.2,False,220
CUS-005781,TikTok,3.04,52.48,False,27
CUS-005782,TikTok,6.09,22.08,True,912
CUS-005783,Google Search,10.07,147.57,True,576
CUS-005784,Instagram,2.11,84.32,True,306
CUS-005785,Google Search,3.44,94.15,True,182
CUS-005786,TikTok,1.95,54.35,False,294
CUS-005787,Google Search,17.37,103.67,False,78
CUS-005788,TikTok,5.22,52.27,True,105
CUS-005789,Instagram,6.59,40.63,True,26
CUS-005790,Google Search,4.38,93.19,False,58
CUS-005791,TikTok,2.6,31.72,True,54
CUS-005792,Instagram,6.2,78.67,False,26
CUS-005793,TikTok,1.1,61.97,True,91
CUS-005794,TikTok,8.33,39.95,True,338
CUS-005795,TikTok,2.9,102.76,True,148
CUS-005796,Google Search,15.88,37.51,True,222
CUS-005797,Instagram,9.92,45.43,True,66
CUS-005798,Instagram,,50.49,True,356
CUS-005799,Instagram,3.23,43.82,True,163
CUS-005800,Instagram,7.0,96.86,False,1
CUS-005801,Google Search,11.15,8.51,False,589
CUS-005802,Google Search,5.89,51.4,True,636
CUS-005803,TikTok,2.3,69.1,False,95
CUS-005804,Instagram,5.7,52.69,False,82
CUS-005805,TikTok,4.21,68.47,False,480
CUS-005806,TikTok,3.67,5.0,True,554
CUS-005807,TikTok,4.47,58.03,False,125
CUS-005808,Instagram,17.38,57.52,False,43
CUS-005809,Google Search,13.37,49.63,True,6
CUS-005810,Google Search,10.74,144.82,True,55
CUS-005811,TikTok,5.47,53.19,False,287
CUS-005812,Google Search,21.11,70.92,True,102
CUS-005813,Google Search,3.23,82.57,True,348
CUS-005814,Google Search,5.14,130.15,True,1
CUS-005815,Google Search,15.4,109.52,True,117
CUS-005816,Instagram,2.2,63.8,True,3
CUS-005817,Instagram,2.55,52.81,True,235
CUS-005818,TikTok,8.64,91.01,False,383
CUS-005819,Instagram,,5.89,False,387
CUS-005820,TikTok,4.07,51.1,True,21
CUS-005821,Google Search,4.75,44.87,True,286
CUS-005822,TikTok,8.46,56.14,True,424
CUS-005823,Instagram,4.07,51.15,True,642
CUS-005824,Google Search,4.34,70.18,True,106
CUS-005825,Google Search,16.74,78.33,False,447
CUS-005826,Google Search,3.19,110.27,False,220
CUS-005827,Instagram,3.87,61.45,True,119
CUS-005828,Instagram,5.8,69.52,False,286
CUS-005829,Google Search,6.36,72.62,True,85
CUS-005830,Google Search,29.8,65.39,True,123
CUS-005831,TikTok,1.48,62.59,False,243
CUS-005832,Instagram,12.17,70.22,True,194
CUS-005833,TikTok,7.81,71.91,False,131
CUS-005834,Google Search,14.92,160.56,True,492
CUS-005835,Google Search,26.5,158.1,False,320
CUS-005836,Instagram,12.21,62.5,True,110
CUS-005837,TikTok,0.9,41.22,False,81
CUS-005838,Google Search,12.49,130.34,True,575
CUS-005839,Google Search,14.66,142.39,True,3
CUS-005840,TikTok,0.8,56.51,True,284
CUS-005841,Instagram,2.72,61.19,True,434
CUS-005842,Instagram,11.16,77.36,False,27
CUS-005843,Instagram,6.0,119.34,False,162
CUS-005844,TikTok,4.44,5.0,True,66
CUS-005845,Instagram,8.93,62.53,True,33
CUS-005846,Instagram,9.45,101.0,False,146
CUS-005847,Google Search,23.19,,True,370
CUS-005848,Google Search,13.08,134.99,True,146
CUS-005849,Google Search,3.86,101.78,True,39
CUS-005850,Instagram,12.57,81.4,True,109
CUS-005851,Google Search,13.01,167.57,True,484
CUS-005852,Google Search,2.93,140.31,True,29
CUS-005853,Google Search,8.44,,False,51
CUS-005854,Instagram,12.44,70.59,True,215
CUS-005855,Instagram,6.57,87.47,True,147
CUS-005856,Instagram,3.98,38.04,False,97
CUS-005857,Instagram,7.2,49.71,False,851
CUS-005858,Google Search,22.62,57.53,True,446
CUS-005859,Instagram,6.41,82.35,True,675
CUS-005860,TikTok,4.59,53.12,True,88
CUS-005861,Google Search,9.53,129.74,True,55
CUS-005862,Google Search,8.56,164.89,True,1107
CUS-005863,Instagram,10.84,80.5,False,653
CUS-005864,TikTok,6.17,105.9,True,20
CUS-005865,Instagram,4.2,36.12,True,103
CUS-005866,Instagram,,76.34,True,37
CUS-005867,Google Search,5.09,70.91,True,7
CUS-005868,TikTok,2.53,27.2,False,634
CUS-005869,Instagram,1.29,21.59,True,31
CUS-005870,Instagram,10.91,69.8,False,4
CUS-005871,Google Search,24.16,133.78,True,107
CUS-005872,Google Search,12.57,53.43,True,48
CUS-005873,Instagram,3.32,63.53,True,79
CUS-005874,Google Search,26.75,110.13,True,8
CUS-005875,Instagram,9.4,16.05,True,105
CUS-005876,Instagram,,88.03,True,128
CUS-005877,TikTok,3.27,57.56,True,85
CUS-005878,TikTok,2.83,56.31,False,407
CUS-005879,Instagram,5.14,60.65,True,77
CUS-005880,Instagram,9.45,67.66,True,24
CUS-005881,TikTok,6.66,50.11,False,115
CUS-005882,TikTok,0.65,,False,29
CUS-005883,Google Search,16.59,108.5,True,103
CUS-005884,Instagram,6.23,38.45,False,190
CUS-005885,Google Search,8.44,120.62,True,54
CUS-005886,TikTok,3.35,44.76,True,138
CUS-005887,Google Search,16.77,83.39,False,89
CUS-005888,Instagram,9.67,69.88,False,25
CUS-005889,Instagram,3.16,67.48,False,670
CUS-005890,TikTok,2.4,50.64,True,132
CUS-005891,Google Search,8.54,84.81,True,90
CUS-005892,Instagram,6.15,57.11,True,27
CUS-005893,Google Search,3.43,118.94,True,60
CUS-005894,TikTok,2.17,24.63,False,117
CUS-005895,Instagram,2.71,96.46,False,155
CUS-005896,Instagram,10.9,90.63,False,132
CUS-005897,Instagram,2.12,79.06,False,336
CUS-005898,Google Search,29.82,110.38,True,52
CUS-005899,TikTok,1.0,63.43,True,143
CUS-005900,Google Search,17.27,127.36,True,45
CUS-005901,TikTok,1.09,72.02,False,0
CUS-005902,Google Search,3.34,163.98,True,68
CUS-005903,Instagram,11.4,54.72,False,37
CUS-005904,Google Search,29.72,110.11,False,77
CUS-005905,Instagram,3.48,105.2,True,234
CUS-005906,Google Search,11.22,78.65,True,56
CUS-005907,TikTok,1.48,49.46,True,526
CUS-005908,Google Search,7.18,59.94,True,5
CUS-005909,TikTok,3.35,57.23,True,12
CUS-005910,Google Search,5.33,95.72,True,70
CUS-005911,TikTok,5.75,63.28,True,13
CUS-005912,Instagram,8.86,83.95,True,574
CUS-005913,TikTok,2.96,62.35,True,312
CUS-005914,TikTok,,73.75,False,22
CUS-005915,TikTok,3.62,44.02,True,135
CUS-005916,TikTok,5.84,44.67,False,7
CUS-005917,Google Search,18.94,77.49,True,45
CUS-005918,Instagram,15.55,32.58,False,228
CUS-005919,Instagram,6.64,71.24,True,8
CUS-005920,Instagram,2.16,79.98,True,56
CUS-005921,TikTok,2.43,5.0,False,129
CUS-005922,Instagram,6.14,30.19,True,27
CUS-005923,TikTok,4.44,82.21,True,206
CUS-005924,Instagram,7.43,58.87,False,238
CUS-005925,Google Search,9.98,12.23,False,403
CUS-005926,TikTok,2.8,35.69,True,241
CUS-005927,Instagram,6.52,53.65,False,12
CUS-005928,Google Search,3.76,87.32,True,571
CUS-005929,Instagram,2.8,44.59,True,65
CUS-005930,Instagram,1.21,88.96,False,4
CUS-005931,Instagram,5.61,52.1,True,175
CUS-005932,TikTok,0.41,13.58,False,91
CUS-005933,Instagram,5.84,64.88,True,101
CUS-005934,TikTok,1.26,51.03,False,117
CUS-005935,TikTok,2.49,60.94,False,28
CUS-005936,Instagram,5.92,102.21,True,109
CUS-005937,Google Search,4.29,104.65,True,153
CUS-005938,TikTok,6.58,31.56,False,583
CUS-005939,Instagram,3.13,96.29,True,275
CUS-005940,TikTok,3.35,34.6,False,144
CUS-005941,Instagram,8.17,74.21,False,204
CUS-005942,TikTok,1.51,12.89,True,59
CUS-005943,TikTok,2.36,68.26,True,192
CUS-005944,Google Search,10.06,107.36,True,15
CUS-005945,Google Search,25.83,73.91,True,24
CUS-005946,Instagram,1.94,101.75,False,3
CUS-005947,Google Search,9.38,28.84,True,6
CUS-005948,Instagram,6.53,5.0,True,599
CUS-005949,TikTok,2.21,41.87,True,110
CUS-005950,Google Search,10.3,49.84,True,218
CUS-005951,Instagram,1.72,111.88,True,11
CUS-005952,Instagram,3.02,,True,295
CUS-005953,Instagram,,69.34,True,149
CUS-005954,Google Search,9.03,69.56,True,297
CUS-005955,Instagram,13.29,80.67,False,192
CUS-005956,TikTok,1.79,59.8,False,28
CUS-005957,Google Search,3.16,174.85,True,207
CUS-005958,Google Search,13.23,101.99,True,201
CUS-005959,TikTok,2.26,15.42,False,219
CUS-005960,TikTok,0.86,,True,33
CUS-005961,Google Search,18.12,29.15,True,160
CUS-005962,TikTok,2.63,40.55,False,339
CUS-005963,Google Search,3.94,66.95,False,184
CUS-005964,TikTok,4.15,63.88,True,356
CUS-005965,Instagram,6.95,33.09,False,107
CUS-005966,TikTok,0.46,66.28,True,69
CUS-005967,Instagram,10.69,103.59,True,38
CUS-005968,TikTok,5.6,50.0,False,82
CUS-005969,Instagram,12.17,59.41,True,85
CUS-005970,Instagram,17.22,97.46,False,106
CUS-005971,TikTok,6.71,68.53,True,25
CUS-005972,Instagram,8.28,60.99,True,13
CUS-005973,Instagram,7.74,65.57,True,257
CUS-005974,Instagram,15.79,69.03,True,51
CUS-005975,TikTok,0.96,38.94,True,381
CUS-005976,TikTok,3.7,67.61,False,200
CUS-005977,Instagram,3.27,74.24,True,105
CUS-005978,Google Search,7.95,70.45,True,22
CUS-005979,Instagram,12.33,72.88,True,144
CUS-005980,Google Search,14.05,137.05,True,85
CUS-005981,Instagram,2.11,45.42,True,96
CUS-005982,Instagram,10.21,43.96,False,468
CUS-005983,Instagram,4.67,106.58,True,162
CUS-005984,TikTok,0.95,35.14,True,443
CUS-005985,Google Search,13.54,38.52,True,323
CUS-005986,Google Search,4.82,49.79,True,28
CUS-005987,Instagram,7.74,,True,125
CUS-005988,Google Search,9.87,65.78,True,57
CUS-005989,Instagram,1.31,62.27,True,50
CUS-005990,Instagram,8.65,54.23,True,151
CUS-005991,Instagram,5.33,73.22,False,144
CUS-005992,Instagram,4.87,68.41,False,121
CUS-005993,TikTok,1.63,56.57,False,58
CUS-005994,TikTok,4.28,42.64,False,166
CUS-005995,TikTok,3.92,26.96,True,125
CUS-005996,Google Search,11.77,100.77,True,31
CUS-005997,TikTok,1.87,101.18,False,278
CUS-005998,Instagram,1.31,82.06,True,8
CUS-005999,Google Search,11.26,15.18,False,149
CUS-006000,Instagram,4.9,99.76,True,202
CUS-006001,TikTok,4.38,32.71,False,248
CUS-006002,Google Search,10.28,67.42,True,36
CUS-006003,TikTok,1.27,65.03,True,23
CUS-006004,Instagram,11.54,80.5,False,13
CUS-006005,Google Search,29.97,111.37,False,108
CUS-006006,TikTok,0.81,63.06,True,300
CUS-006007,Google Search,12.82,67.24,True,129
CUS-006008,Google Search,11.35,118.21,False,74
CUS-006009,TikTok,3.87,63.61,False,254
CUS-006010,TikTok,2.81,44.01,True,26
CUS-006011,Google Search,18.87,92.66,True,116
CUS-006012,Google Search,6.92,128.94,True,54
CUS-006013,Google Search,3.01,59.57,True,68
CUS-006014,Google Search,22.86,35.76,True,473
CUS-006015,TikTok,1.38,55.75,True,97
CUS-006016,Instagram,2.55,27.73,True,137
CUS-006017,Google Search,7.01,112.14,False,21
CUS-006018,TikTok,2.34,43.04,False,9
CUS-006019,TikTok,1.21,31.58,True,476
CUS-006020,TikTok,3.15,66.57,False,134
CUS-006021,Google Search,10.4,110.42,False,136
CUS-006022,Instagram,9.02,27.87,True,19
CUS-006023,Google Search,2.59,67.71,True,514
CUS-006024,Instagram,9.56,30.24,False,44
CUS-006025,TikTok,8.28,83.65,True,24
CUS-006026,Google Search,13.88,70.06,True,360
CUS-006027,Google Search,22.53,117.04,True,145
CUS-006028,Google Search,21.63,63.96,False,154
CUS-006029,Instagram,12.93,71.09,False,110
CUS-006030,Google Search,,82.96,False,104
CUS-006031,Instagram,9.04,63.73,True,296
CUS-006032,Instagram,1.32,34.98,True,97
CUS-006033,Google Search,4.32,142.18,True,21
CUS-006034,Instagram,5.97,77.98,True,44
CUS-006035,Google Search,3.32,98.25,False,82
CUS-006036,Google Search,27.81,105.77,True,128
CUS-006037,TikTok,4.35,37.46,True,13
CUS-006038,TikTok,1.42,68.79,True,4
CUS-006039,Google Search,9.64,42.9,True,223
CUS-006040,Google Search,11.64,79.0,True,202
CUS-006041,TikTok,5.7,53.67,True,115
CUS-006042,Google Search,5.78,93.56,True,89
CUS-006043,Google Search,14.73,107.05,True,380
CUS-006044,TikTok,1.79,77.38,False,71
CUS-006045,TikTok,2.53,20.72,True,469
CUS-006046,Instagram,6.66,80.29,False,132
CUS-006047,Instagram,3.66,110.53,False,5
CUS-006048,Google Search,,84.98,True,365
CUS-006049,Google Search,7.51,102.06,True,28
CUS-006050,Google Search,3.09,75.57,False,337
CUS-006051,Google Search,4.44,14.29,True,30
CUS-006052,Google Search,11.86,90.33,True,137
CUS-006053,Google Search,20.44,106.02,True,152
CUS-006054,TikTok,4.75,40.9,True,86
CUS-006055,TikTok,1.8,63.09,True,13
CUS-006056,Google Search,15.84,,True,246
CUS-006057,TikTok,2.96,24.19,True,193
CUS-006058,Instagram,1.75,58.07,False,10
CUS-006059,Google Search,17.19,114.45,True,19
CUS-006060,Google Search,11.72,59.58,True,58
CUS-006061,Instagram,1.39,100.8,False,212
CUS-006062,TikTok,0.66,24.87,True,250
CUS-006063,TikTok,1.08,24.93,True,122
CUS-006064,Instagram,6.44,,True,64
CUS-006065,Google Search,25.22,87.77,True,17
CUS-006066,Google Search,7.91,,True,164
CUS-006067,Google Search,13.94,84.8,True,39
CUS-006068,Instagram,7.89,88.89,False,134
CUS-006069,Instagram,7.12,30.04,False,39
CUS-006070,TikTok,5.5,46.63,False,92
CUS-006071,Instagram,5.8,108.0,False,366
CUS-006072,Instagram,8.24,68.39,True,80
CUS-006073,Google Search,8.13,99.3,True,51
CUS-006074,TikTok,2.13,41.56,True,378
CUS-006075,TikTok,2.23,49.36,False,148
CUS-006076,Instagram,13.64,33.19,False,12
CUS-006077,TikTok,5.65,61.85,True,33
CUS-006078,Instagram,8.53,33.35,False,99
CUS-006079,Google Search,11.85,110.37,False,205
CUS-006080,TikTok,4.43,73.35,True,70
CUS-006081,Instagram,2.9,94.99,True,0
CUS-006082,Instagram,7.65,62.95,False,10
CUS-006083,TikTok,3.54,66.99,True,894
CUS-006084,TikTok,1.59,47.24,False,631
CUS-006085,Instagram,2.9,71.86,True,65
CUS-006086,TikTok,3.32,81.33,True,400
CUS-006087,Instagram,1.7,47.23,True,57
CUS-006088,TikTok,1.82,38.6,True,76
CUS-006089,Google Search,21.35,92.08,True,238
CUS-006090,Google Search,5.12,105.69,False,113
CUS-006091,Google Search,5.6,98.84,False,249
CUS-006092,TikTok,4.8,46.76,True,173
CUS-006093,Google Search,6.4,5.0,False,96
CUS-006094,Instagram,8.22,53.98,False,118
CUS-006095,TikTok,3.44,67.6,True,221
CUS-006096,TikTok,0.55,41.53,False,8
CUS-006097,Google Search,23.0,105.96,True,97
CUS-006098,Google Search,3.77,77.05,True,15
CUS-006099,Google Search,20.77,37.54,True,112
CUS-006100,TikTok,1.7,64.35,False,224
CUS-006101,TikTok,4.42,84.46,False,75
CUS-006102,Instagram,10.43,117.71,True,192
CUS-006103,Google Search,5.4,103.28,False,25
CUS-006104,Instagram,12.54,54.88,True,39
CUS-006105,Instagram,7.88,63.39,True,69
CUS-006106,Google Search,20.37,99.25,False,53
CUS-006107,TikTok,1.94,73.37,False,24
CUS-006108,Google Search,4.66,133.83,False,147
CUS-006109,TikTok,1.27,54.93,False,37
CUS-006110,TikTok,4.67,27.99,False,58
CUS-006111,TikTok,4.99,83.19,False,919
CUS-006112,Instagram,4.28,136.52,True,231
CUS-006113,Instagram,3.18,50.92,True,14
CUS-006114,TikTok,3.73,71.93,True,196
CUS-006115,Instagram,5.07,98.17,True,68
CUS-006116,Instagram,13.45,29.69,False,12
CUS-006117,Instagram,13.62,48.12,False,86
CUS-006118,TikTok,0.42,48.46,True,364
CUS-006119,Instagram,6.27,55.22,True,426
CUS-006120,Instagram,2.0,81.03,False,38
CUS-006121,Google Search,17.47,43.13,True,288
CUS-006122,Instagram,3.24,71.87,True,344
CUS-006123,Instagram,3.91,42.75,True,74
CUS-006124,Google Search,3.62,114.34,False,94
CUS-006125,Google Search,10.63,88.71,False,297
CUS-006126,TikTok,5.15,46.32,False,318
CUS-006127,Instagram,9.78,78.61,True,101
CUS-006128,Google Search,10.3,122.56,False,63
CUS-006129,Instagram,7.38,73.71,False,11
CUS-006130,Instagram,5.1,32.47,False,758
CUS-006131,TikTok,3.34,50.08,False,42
CUS-006132,TikTok,8.77,48.63,False,1054
CUS-006133,Google Search,19.11,130.55,True,239
CUS-006134,TikTok,2.13,49.5,False,23
CUS-006135,Instagram,12.02,104.87,False,25
CUS-006136,TikTok,2.71,43.85,True,86
CUS-006137,Instagram,9.79,86.36,False,530
CUS-006138,Instagram,3.43,134.22,True,137
CUS-006139,Google Search,11.34,78.39,True,106
CUS-006140,Google Search,6.95,82.49,True,50
CUS-006141,TikTok,1.38,60.27,False,36
CUS-006142,Google Search,9.4,38.11,True,112
CUS-006143,TikTok,4.37,21.78,True,107
CUS-006144,TikTok,2.37,65.98,False,372
CUS-006145,Instagram,8.43,69.07,True,55
CUS-006146,TikTok,4.69,49.43,True,117
CUS-006147,Google Search,5.79,77.15,True,444
CUS-006148,TikTok,2.27,48.31,False,167
CUS-006149,Google Search,7.94,11.99,True,108
CUS-006150,Instagram,10.22,74.65,True,201
CUS-006151,Google Search,5.52,119.9,True,199
CUS-006152,Google Search,4.35,42.34,True,108
CUS-006153,Instagram,11.73,103.56,True,499
CUS-006154,Instagram,10.92,96.97,True,57
CUS-006155,Instagram,5.49,96.23,True,13
CUS-006156,Instagram,2.36,59.78,True,140
CUS-006157,Instagram,2.84,12.91,False,439
CUS-006158,Instagram,11.0,59.29,False,239
CUS-006159,Google Search,5.12,,False,84
CUS-006160,Google Search,8.89,128.66,True,10
CUS-006161,TikTok,2.17,78.23,True,11
CUS-006162,TikTok,2.86,78.73,False,36
CUS-006163,Instagram,8.14,86.59,True,221
CUS-006164,TikTok,1.95,63.63,True,248
CUS-006165,TikTok,1.48,30.71,True,241
CUS-006166,Google Search,11.37,124.97,True,16
CUS-006167,Google Search,11.23,111.87,True,369
CUS-006168,Google Search,19.76,162.4,True,93
CUS-006169,Instagram,3.04,35.79,False,89
CUS-006170,Google Search,6.92,160.23,True,255
CUS-006171,Google Search,5.19,54.83,True,532
CUS-006172,Google Search,11.94,118.22,True,241
CUS-006173,Google Search,29.62,99.23,False,56
CUS-006174,TikTok,3.21,31.22,False,56
CUS-006175,Google Search,8.58,63.51,True,235
CUS-006176,Instagram,7.83,75.32,False,34
CUS-006177,Google Search,15.05,145.92,True,186
CUS-006178,Instagram,6.94,28.12,False,34
CUS-006179,TikTok,2.01,25.1,True,103
CUS-006180,Google Search,5.95,86.15,True,118
CUS-006181,TikTok,3.48,80.25,True,10
CUS-006182,Instagram,4.35,39.09,True,104
CUS-006183,Instagram,15.7,56.22,True,1
CUS-006184,Google Search,16.53,172.37,False,118
CUS-006185,Instagram,7.65,102.35,False,165
