Customer_ID,Acquisition_Channel,Ad_Spend,Cart_Value,Checkout_Completed,Days_As_Customer,LTV_Estimate
CUS-004734,Google Search,25.9,76.39,True,29,88.7
CUS-004735,Instagram,6.13,5.0,True,87,7.42
CUS-004736,Instagram,3.4,46.73,False,14,0.0
CUS-004737,TikTok,4.14,66.58,False,115,0.0
CUS-004738,Instagram,1.93,99.27,False,373,0.0
CUS-004739,Instagram,10.56,94.68,True,450,331.38
CUS-004740,Instagram,6.51,105.09,True,75,148.88
CUS-004741,Google Search,15.52,99.2,False,83,0.0
CUS-004742,Instagram,2.84,63.56,True,273,159.96
CUS-004743,Google Search,18.38,84.09,False,98,0.0
CUS-004744,Google Search,14.7,89.71,True,442,310.0
CUS-004745,TikTok,1.58,64.33,True,90,96.5
CUS-004746,Instagram,9.17,63.06,True,158,118.41
CUS-004747,TikTok,1.69,90.31,False,50,0.0
CUS-004748,TikTok,3.1,27.18,True,206,58.29
CUS-004749,Google Search,18.71,133.17,True,50,170.16
CUS-004750,Google Search,14.33,124.22,True,328,350.58
CUS-004751,TikTok,3.49,98.63,False,85,0.0
CUS-004752,Google Search,2.9,75.4,True,229,171.33
CUS-004753,Google Search,16.47,30.41,True,198,63.86
CUS-004754,Instagram,7.75,64.68,True,172,126.49
CUS-004755,Google Search,24.87,84.34,False,32,0.0
CUS-004756,TikTok,0.71,23.66,True,43,29.31
CUS-004757,Instagram,5.6,57.82,True,40,70.67
CUS-004758,TikTok,1.56,45.63,True,133,79.35
CUS-004759,Google Search,4.06,161.93,True,19,179.02
CUS-004760,Google Search,6.37,75.43,False,65,0.0
CUS-004761,Google Search,7.63,61.59,True,32,72.54
CUS-004762,TikTok,2.47,56.58,False,417,0.0
CUS-004763,TikTok,5.46,45.62,False,7,0.0
CUS-004764,TikTok,3.28,75.57,False,55,0.0
CUS-004765,Google Search,17.53,49.42,False,300,0.0
CUS-004766,Instagram,9.61,72.58,False,15,0.0
CUS-004767,TikTok,2.87,49.79,False,53,0.0
CUS-004768,TikTok,6.68,22.81,True,53,29.53
CUS-004769,Instagram,2.5,85.38,False,223,0.0
CUS-004770,TikTok,0.77,43.4,True,40,53.04
CUS-004771,Google Search,14.57,34.83,True,32,41.02
CUS-004772,Google Search,16.45,52.57,True,57,69.22
CUS-004773,TikTok,3.73,32.11,False,338,0.0
CUS-004774,Google Search,14.46,103.64,False,625,0.0
CUS-004775,Google Search,22.7,180.65,False,75,0.0
CUS-004776,Instagram,12.97,90.4,True,16,98.44
CUS-004777,Google Search,3.65,89.63,True,160,169.3
CUS-004778,TikTok,3.71,96.83,True,157,181.29
CUS-004779,Google Search,3.18,58.69,True,232,134.33
CUS-004780,TikTok,2.95,77.41,True,24,87.73
CUS-004781,Instagram,2.94,120.35,True,22,135.06
CUS-004782,TikTok,2.37,44.11,True,474,160.27
CUS-004783,TikTok,2.36,58.3,True,169,113.04
CUS-004784,TikTok,1.4,31.43,True,123,52.91
CUS-004785,Google Search,17.98,54.81,True,99,84.96
CUS-004786,TikTok,5.99,29.58,True,353,87.59
CUS-004787,Google Search,21.18,131.3,True,88,195.49
CUS-004788,Google Search,14.67,107.19,True,209,231.65
CUS-004789,Google Search,11.32,118.91,True,57,156.56
CUS-004790,Google Search,19.19,123.56,True,114,201.81
CUS-004791,TikTok,8.17,20.65,False,174,0.0
CUS-004792,Google Search,20.37,98.6,True,10,104.08
CUS-004793,Instagram,6.71,92.97,True,0,92.97
CUS-004794,Google Search,11.05,122.31,True,18,134.54
CUS-004795,TikTok,5.07,40.13,True,495,150.49
CUS-004796,Google Search,4.69,98.15,True,125,166.31
CUS-004797,Google Search,20.59,86.31,True,116,141.93
CUS-004798,Instagram,1.29,63.33,True,37,76.35
CUS-004799,TikTok,4.86,69.37,True,364,209.65
CUS-004800,Instagram,8.45,85.99,False,158,0.0
CUS-004801,Instagram,1.26,43.11,False,362,0.0
CUS-004802,Google Search,4.29,149.9,True,186,304.8
CUS-004803,Instagram,1.36,36.03,False,100,0.0
CUS-004804,Google Search,4.67,113.82,True,297,301.62
CUS-004805,Instagram,5.79,48.21,False,45,0.0
CUS-004806,Instagram,1.27,50.13,True,1,50.41
CUS-004807,TikTok,0.45,39.55,True,882,233.34
CUS-004808,Instagram,5.5,38.65,True,96,59.26
CUS-004809,TikTok,0.76,45.11,False,46,0.0
CUS-004810,TikTok,2.74,44.16,False,482,0.0
CUS-004811,Instagram,5.22,109.34,True,81,158.54
CUS-004812,Instagram,10.2,97.71,True,591,418.52
CUS-004813,Google Search,13.28,53.75,True,683,257.7
CUS-004814,Instagram,4.66,10.91,True,77,15.58
CUS-004815,Instagram,4.55,60.74,True,132,105.28
CUS-004816,Google Search,11.35,,True,745,
CUS-004817,TikTok,5.3,71.28,False,212,0.0
CUS-004818,Instagram,4.97,74.2,True,235,171.07
CUS-004819,Google Search,9.42,127.27,True,95,194.44
CUS-004820,TikTok,1.4,77.35,False,132,0.0
CUS-004821,Google Search,18.22,63.73,False,68,0.0
CUS-004822,Google Search,5.3,98.81,True,9,103.75
CUS-004823,Google Search,10.44,43.76,False,177,0.0
CUS-004824,TikTok,4.07,27.31,True,173,53.56
CUS-004825,Instagram,9.02,87.52,True,234,201.3
CUS-004826,Google Search,14.25,112.44,True,510,431.02
CUS-004827,TikTok,2.53,60.14,True,59,79.85
CUS-004828,Google Search,13.69,79.06,True,213,172.61
CUS-004829,TikTok,7.05,20.19,True,179,40.27
CUS-004830,TikTok,2.45,32.55,False,294,0.0
CUS-004831,Instagram,4.38,61.28,True,76,87.15
CUS-004832,Google Search,5.84,51.44,True,664,241.2
CUS-004833,Instagram,7.39,104.45,False,34,0.0
CUS-004834,Google Search,10.84,93.02,True,352,274.93
CUS-004835,TikTok,1.05,71.47,True,11,75.84
CUS-004836,Instagram,9.76,,False,94,0.0
CUS-004837,Google Search,3.05,112.91,True,113,183.79
CUS-004838,Instagram,13.38,74.48,True,13,79.86
CUS-004839,Instagram,3.35,95.98,True,47,121.04
CUS-004840,TikTok,1.38,29.62,False,217,0.0
CUS-004841,TikTok,4.66,20.96,True,64,28.41
CUS-004842,TikTok,2.08,51.96,False,45,0.0
CUS-004843,Google Search,23.0,86.36,False,275,0.0
CUS-004844,Instagram,2.23,21.36,True,191,44.03
CUS-004845,Instagram,11.68,78.19,True,182,157.25
CUS-004846,Instagram,5.4,85.8,False,240,0.0
CUS-004847,Instagram,13.28,95.98,False,125,0.0
CUS-004848,Google Search,17.13,108.76,False,4,0.0
CUS-004849,Google Search,14.19,64.21,False,68,0.0
CUS-004850,Instagram,2.42,98.1,False,91,0.0
CUS-004851,Instagram,11.47,73.38,True,97,112.92
CUS-004852,TikTok,7.06,76.94,True,25,87.63
CUS-004853,Instagram,11.01,112.7,True,186,229.16
CUS-004854,Instagram,,104.74,False,20,0.0
CUS-004855,TikTok,2.66,35.12,True,116,57.75
CUS-004856,Instagram,1.69,51.74,True,99,80.2
CUS-004857,TikTok,3.29,33.82,True,1,34.01
CUS-004858,Google Search,6.34,110.98,True,83,162.15
CUS-004859,TikTok,1.28,18.61,False,52,0.0
CUS-004860,TikTok,1.56,40.2,True,74,56.73
CUS-004861,Google Search,20.14,122.6,True,215,269.04
CUS-004862,TikTok,2.91,55.51,True,230,126.44
CUS-004863,Instagram,12.07,80.22,False,148,0.0
CUS-004864,Google Search,27.27,116.26,False,1022,0.0
CUS-004865,Instagram,4.34,47.9,True,330,135.72
CUS-004866,Google Search,21.0,91.53,False,318,0.0
CUS-004867,Instagram,16.81,55.42,False,27,0.0
CUS-004868,Instagram,2.24,57.0,False,518,0.0
CUS-004869,Instagram,13.5,81.73,True,163,155.74
CUS-004870,Instagram,7.48,62.9,True,242,147.47
CUS-004871,Instagram,9.13,100.41,True,149,183.53
CUS-004872,Google Search,7.55,35.48,True,420,118.27
CUS-004873,Google Search,8.6,60.71,True,59,80.61
CUS-004874,Instagram,9.29,37.5,True,78,53.75
CUS-004875,Instagram,6.52,37.99,False,281,0.0
CUS-004876,Google Search,21.14,19.35,True,121,32.36
CUS-004877,Google Search,27.26,116.0,True,72,162.4
CUS-004878,Instagram,16.91,90.87,True,20,100.97
CUS-004879,Google Search,4.24,118.36,True,44,147.29
CUS-004880,TikTok,,74.26,True,325,208.34
CUS-004881,TikTok,1.2,65.41,True,172,127.91
CUS-004882,TikTok,0.75,53.11,True,140,94.42
CUS-004883,TikTok,3.48,5.46,True,62,7.34
CUS-004884,TikTok,1.32,36.87,False,322,0.0
CUS-004885,TikTok,5.66,63.47,True,60,84.63
CUS-004886,TikTok,8.93,10.19,True,168,19.7
CUS-004887,TikTok,0.94,61.55,True,73,86.51
CUS-004888,TikTok,5.2,51.22,True,433,174.43
CUS-004889,Instagram,11.54,58.28,True,203,124.01
CUS-004890,Instagram,3.27,55.67,True,9,58.45
CUS-004891,Google Search,18.68,96.11,True,263,236.54
CUS-004892,Instagram,6.17,115.93,True,34,137.83
CUS-004893,Google Search,28.06,76.68,False,331,0.0
CUS-004894,TikTok,1.89,51.44,False,61,0.0
CUS-004895,Google Search,18.74,89.85,False,80,0.0
CUS-004896,Instagram,1.86,64.07,False,169,0.0
CUS-004897,Instagram,6.89,69.01,True,254,166.39
CUS-004898,Google Search,13.16,97.59,True,211,211.99
CUS-004899,Instagram,2.94,86.35,False,46,0.0
CUS-004900,TikTok,7.86,65.64,True,131,113.41
CUS-004901,Instagram,1.52,62.05,False,65,0.0
CUS-004902,Google Search,28.71,82.26,True,242,192.85
CUS-004903,Instagram,4.91,54.16,True,94,82.44
CUS-004904,Instagram,6.24,48.25,False,5,0.0
CUS-004905,Google Search,5.93,95.92,True,15,103.91
CUS-004906,Instagram,6.56,88.11,True,52,113.56
CUS-004907,TikTok,1.46,34.26,True,93,51.96
CUS-004908,TikTok,0.75,51.31,True,287,133.12
CUS-004909,TikTok,2.48,44.46,True,312,121.52
CUS-004910,Google Search,15.58,93.42,False,106,0.0
CUS-004911,Instagram,9.44,35.59,True,47,44.88
CUS-004912,Instagram,14.01,20.22,True,1405,178.05
CUS-004913,TikTok,4.65,69.66,False,52,0.0
CUS-004914,Instagram,16.89,95.22,True,104,150.24
CUS-004915,TikTok,6.21,72.14,False,124,0.0
CUS-004916,Google Search,10.97,45.02,True,25,51.27
CUS-004917,Instagram,5.23,74.36,True,74,104.93
CUS-004918,Google Search,9.17,110.27,True,74,155.6
CUS-004919,TikTok,5.63,45.3,True,57,59.64
CUS-004920,Google Search,9.54,80.54,True,130,138.71
CUS-004921,Google Search,10.89,128.72,True,7,133.73
CUS-004922,TikTok,4.28,40.64,True,127,69.31
CUS-004923,Instagram,4.15,30.37,False,364,0.0
CUS-004924,Instagram,1.92,50.02,False,310,0.0
CUS-004925,Instagram,8.83,92.5,True,361,278.01
CUS-004926,Instagram,2.83,74.12,True,543,297.72
CUS-004927,TikTok,1.39,49.28,True,66,67.35
CUS-004928,Google Search,3.71,46.29,False,411,0.0
CUS-004929,TikTok,4.09,25.11,False,75,0.0
CUS-004930,Google Search,17.65,100.75,True,114,164.56
CUS-004931,Google Search,9.21,75.87,True,175,149.63
CUS-004932,Instagram,4.01,45.85,True,51,58.84
CUS-004933,Instagram,2.07,39.05,True,169,75.71
CUS-004934,Instagram,1.53,,True,282,
CUS-004935,TikTok,0.75,57.48,True,110,92.61
CUS-004936,Google Search,14.81,68.63,True,131,118.58
CUS-004937,TikTok,2.32,51.64,False,287,0.0
CUS-004938,Google Search,21.67,122.79,True,178,244.22
CUS-004939,Instagram,6.66,142.48,True,107,227.18
CUS-004940,TikTok,3.21,39.39,True,234,90.6
CUS-004941,TikTok,7.58,87.31,False,424,0.0
CUS-004942,Google Search,14.39,44.09,True,4,45.07
CUS-004943,Instagram,9.01,83.85,True,470,302.79
CUS-004944,Google Search,27.11,54.87,False,52,0.0
CUS-004945,Instagram,5.08,129.43,False,40,0.0
CUS-004946,TikTok,3.38,78.66,False,4,0.0
CUS-004947,Google Search,25.49,140.71,True,34,167.29
CUS-004948,Google Search,19.6,72.15,True,110,116.24
CUS-004949,TikTok,1.18,76.09,True,207,163.59
CUS-004950,Google Search,3.52,22.27,False,171,0.0
CUS-004951,TikTok,4.43,47.63,False,19,0.0
CUS-004952,Google Search,4.72,105.06,True,716,522.97
CUS-004953,Instagram,15.72,63.79,False,12,0.0
CUS-004954,TikTok,6.55,40.92,False,276,0.0
CUS-004955,Instagram,2.2,58.27,True,67,79.96
CUS-004956,Instagram,6.9,73.39,True,158,137.81
CUS-004957,TikTok,8.95,62.92,True,104,99.27
CUS-004958,TikTok,1.18,62.43,True,664,292.73
CUS-004959,Google Search,10.04,,False,192,0.0
CUS-004960,Google Search,11.95,140.95,True,133,245.1
CUS-004961,TikTok,5.58,62.87,True,3,63.92
CUS-004962,Google Search,18.04,64.5,True,143,115.74
CUS-004963,Instagram,4.84,58.17,True,146,105.35
CUS-004964,Google Search,2.52,112.97,True,493,422.38
CUS-004965,Google Search,8.12,128.58,True,49,163.58
CUS-004966,TikTok,0.78,62.6,True,43,77.55
CUS-004967,Instagram,10.1,65.61,False,124,0.0
CUS-004968,TikTok,1.34,33.56,False,135,0.0
CUS-004969,TikTok,4.47,64.15,True,768,337.86
CUS-004970,TikTok,1.27,59.15,False,45,0.0
CUS-004971,TikTok,0.54,39.64,False,335,0.0
CUS-004972,Google Search,13.87,67.12,True,108,107.39
CUS-004973,TikTok,4.13,62.14,True,218,137.4
CUS-004974,TikTok,2.48,51.23,False,152,0.0
CUS-004975,TikTok,5.1,43.8,True,350,128.97
CUS-004976,TikTok,1.71,32.01,True,52,41.26
CUS-004977,TikTok,5.11,70.92,True,86,104.8
CUS-004978,Google Search,5.03,49.56,False,151,0.0
CUS-004979,Instagram,5.45,19.99,True,58,26.43
CUS-004980,Instagram,1.24,85.2,False,52,0.0
CUS-004981,Google Search,8.3,117.71,False,543,0.0
CUS-004982,Google Search,21.65,135.51,False,341,0.0
CUS-004983,Google Search,12.99,53.09,True,55,69.31
CUS-004984,Instagram,9.7,99.24,True,178,197.38
CUS-004985,TikTok,2.72,12.06,True,89,18.02
CUS-004986,Google Search,12.8,78.56,False,39,0.0
CUS-004987,TikTok,2.33,48.14,True,37,58.04
CUS-004988,Google Search,22.49,23.26,False,168,0.0
CUS-004989,Instagram,2.47,22.16,True,156,41.37
CUS-004990,TikTok,3.56,57.93,True,68,79.81
CUS-004991,Instagram,5.83,102.69,True,101,160.31
CUS-004992,TikTok,3.99,77.52,True,42,95.61
CUS-004993,Google Search,8.73,39.53,False,31,0.0
CUS-004994,Google Search,14.18,40.95,True,62,55.06
CUS-004995,Instagram,4.01,63.95,True,279,163.07
CUS-004996,TikTok,2.55,96.18,True,196,200.91
CUS-004997,Google Search,25.79,89.03,True,541,356.61
CUS-004998,Google Search,13.05,115.38,True,235,266.02
CUS-004999,Google Search,23.8,195.34,False,10,0.0
CUS-005000,Instagram,8.8,67.39,False,290,0.0
CUS-005001,TikTok,3.38,78.59,False,498,0.0
CUS-005002,Instagram,5.82,28.48,True,381,88.76
CUS-005003,Google Search,11.38,34.17,True,129,58.66
CUS-005004,Instagram,15.1,66.81,True,432,227.15
CUS-005005,Instagram,16.42,58.44,False,418,0.0
CUS-005006,Instagram,8.27,126.1,True,59,167.43
CUS-005007,Instagram,1.59,55.59,False,12,0.0
CUS-005008,Google Search,4.23,87.23,True,52,112.43
CUS-005009,Google Search,16.43,65.01,True,44,80.9
CUS-005010,Google Search,4.33,143.81,True,436,492.15
CUS-005011,Instagram,13.12,53.06,True,148,96.69
CUS-005012,Google Search,3.1,95.78,True,285,247.43
CUS-005013,Google Search,17.73,83.54,True,79,120.2
CUS-005014,Instagram,4.18,,False,191,0.0
CUS-005015,Instagram,2.24,51.07,False,85,0.0
CUS-005016,Instagram,5.58,52.19,True,29,60.6
CUS-005017,Google Search,17.17,181.36,False,56,0.0
CUS-005018,TikTok,1.52,47.06,True,81,68.24
CUS-005019,Google Search,17.56,78.15,True,150,143.28
CUS-005020,Instagram,7.77,75.94,True,120,126.57
CUS-005021,Instagram,17.02,82.45,False,16,0.0
CUS-005022,Instagram,2.85,80.65,False,127,0.0
CUS-005023,Instagram,3.4,87.95,False,103,0.0
CUS-005024,TikTok,2.22,41.04,False,202,0.0
CUS-005025,TikTok,5.75,69.12,False,386,0.0
CUS-005026,TikTok,4.81,24.29,False,51,0.0
CUS-005027,Google Search,11.39,129.72,True,17,141.97
CUS-005028,Instagram,10.53,98.34,True,139,174.28
CUS-005029,TikTok,4.94,79.78,False,90,0.0
CUS-005030,TikTok,2.41,46.29,True,64,62.75
CUS-005031,TikTok,6.02,54.88,False,250,0.0
CUS-005032,Google Search,17.95,122.03,False,234,0.0
CUS-005033,Instagram,11.14,66.94,False,296,0.0
CUS-005034,Instagram,2.56,103.06,True,182,207.27
CUS-005035,Google Search,13.39,128.08,True,146,231.97
CUS-005036,Instagram,12.97,55.11,True,0,55.11
CUS-005037,TikTok,4.0,36.12,False,253,0.0
CUS-005038,TikTok,2.29,92.19,True,68,127.02
CUS-005039,Google Search,3.82,130.27,True,45,162.84
CUS-005040,Google Search,3.37,119.5,True,134,208.46
CUS-005041,Google Search,5.52,66.17,True,22,74.26
CUS-005042,Google Search,10.22,91.16,True,104,143.83
CUS-005043,TikTok,6.09,16.59,True,4,16.96
CUS-005044,Google Search,9.51,90.22,True,306,243.59
CUS-005045,Google Search,11.04,135.51,True,364,409.54
CUS-005046,TikTok,8.76,47.26,False,44,0.0
CUS-005047,TikTok,2.16,55.24,True,123,92.99
CUS-005048,Google Search,16.02,125.1,True,46,157.07
CUS-005049,Google Search,10.57,158.62,False,282,0.0
CUS-005050,Instagram,13.74,65.58,True,550,265.96
CUS-005051,Google Search,15.32,27.06,True,246,64.04
CUS-005052,TikTok,0.91,68.36,True,462,243.82
CUS-005053,TikTok,3.56,65.09,True,23,73.41
CUS-005054,Google Search,15.54,82.11,True,50,104.92
CUS-005055,Instagram,6.68,68.8,False,106,0.0
CUS-005056,Instagram,9.7,78.28,True,62,105.24
CUS-005057,Instagram,13.54,69.61,True,554,283.85
CUS-005058,Google Search,17.26,63.85,False,205,0.0
CUS-005059,Google Search,18.66,118.34,True,21,132.15
CUS-005060,Google Search,5.24,93.41,True,323,261.03
CUS-005061,Instagram,9.43,,True,25,
CUS-005062,TikTok,1.52,49.96,True,26,57.18
CUS-005063,Google Search,10.28,149.97,False,1109,0.0
CUS-005064,TikTok,1.7,5.0,True,12,5.33
CUS-005065,Instagram,,45.15,False,209,0.0
CUS-005066,TikTok,3.76,61.51,False,232,0.0
CUS-005067,Instagram,6.55,106.57,True,46,133.8
CUS-005068,Google Search,11.14,45.67,True,270,114.18
CUS-005069,Google Search,2.6,99.56,True,438,341.82
CUS-005070,Google Search,16.75,87.41,True,23,98.58
CUS-005071,Instagram,9.97,67.97,True,59,90.25
CUS-005072,TikTok,0.73,81.29,False,126,0.0
CUS-005073,Google Search,13.72,111.0,False,543,0.0
CUS-005074,Instagram,9.25,31.36,True,322,87.46
CUS-005075,TikTok,2.81,97.7,True,288,254.02
CUS-005076,Google Search,4.06,195.67,False,140,0.0
CUS-005077,Instagram,6.3,103.43,True,21,115.5
CUS-005078,Instagram,8.81,32.99,False,50,0.0
CUS-005079,Google Search,4.46,67.34,True,138,118.97
CUS-005080,TikTok,8.73,61.66,True,175,121.61
CUS-005081,TikTok,1.69,51.04,True,553,207.85
CUS-005082,Google Search,5.18,74.59,False,63,0.0
CUS-005083,Instagram,6.87,67.9,True,188,138.82
CUS-005084,TikTok,1.17,63.68,False,233,0.0
CUS-005085,Google Search,5.95,69.05,False,176,0.0
CUS-005086,Google Search,4.38,98.53,True,432,335.0
CUS-005087,Instagram,3.03,77.25,True,39,93.99
CUS-005088,TikTok,1.07,91.94,True,162,174.69
CUS-005089,TikTok,4.31,60.17,True,159,113.32
CUS-005090,Instagram,1.64,60.9,True,27,70.04
CUS-005091,Google Search,23.62,133.43,False,47,0.0
CUS-005092,Google Search,15.2,122.41,True,29,142.13
CUS-005093,TikTok,0.56,52.46,True,345,153.01
CUS-005094,TikTok,5.82,44.44,False,76,0.0
CUS-005095,Instagram,6.09,55.37,False,370,0.0
CUS-005096,Instagram,4.11,90.61,False,6,0.0
CUS-005097,Instagram,6.61,66.56,True,72,93.18
CUS-005098,Instagram,4.11,67.88,True,17,74.29
CUS-005099,TikTok,2.57,104.72,True,13,112.28
CUS-005100,Google Search,17.75,150.84,True,53,195.25
CUS-005101,Google Search,7.58,78.09,True,338,224.73
CUS-005102,Google Search,8.18,58.6,True,364,177.1
CUS-005103,Instagram,5.13,75.17,False,105,0.0
CUS-005104,Instagram,8.88,98.71,True,60,131.61
CUS-005105,Google Search,17.34,160.5,True,62,215.78
CUS-005106,Instagram,11.41,51.19,True,277,129.97
CUS-005107,TikTok,4.74,68.26,True,185,138.42
CUS-005108,Google Search,20.89,82.97,False,220,0.0
CUS-005109,Instagram,10.82,107.34,False,99,0.0
CUS-005110,Google Search,16.79,81.78,True,49,104.04
CUS-005111,Google Search,13.38,100.53,True,125,170.34
CUS-005112,TikTok,3.07,85.67,False,41,0.0
CUS-005113,Google Search,,149.84,True,175,295.52
CUS-005114,Google Search,10.11,68.95,False,110,0.0
CUS-005115,Google Search,7.14,52.19,False,717,0.0
CUS-005116,Instagram,8.42,85.03,True,30,99.2
CUS-005117,TikTok,1.81,38.81,False,98,0.0
CUS-005118,Google Search,16.63,120.23,False,197,0.0
CUS-005119,TikTok,3.05,20.01,False,188,0.0
CUS-005120,Google Search,6.39,69.51,True,59,92.29
CUS-005121,TikTok,3.75,44.21,True,143,79.33
CUS-005122,Instagram,7.36,108.68,False,156,0.0
CUS-005123,Google Search,7.22,60.95,True,26,69.75
CUS-005124,TikTok,6.95,53.31,False,97,0.0
CUS-005125,Google Search,19.67,97.43,True,148,177.54
CUS-005126,Instagram,3.16,47.77,True,190,98.19
CUS-005127,Google Search,12.46,104.13,True,237,241.23
CUS-005128,TikTok,2.86,59.12,True,122,99.19
CUS-005129,Google Search,4.1,90.69,True,7,94.22
CUS-005130,TikTok,2.58,25.21,False,42,0.0
CUS-005131,Instagram,11.2,106.16,True,86,156.88
CUS-005132,Google Search,6.01,64.96,False,13,0.0
CUS-005133,Google Search,4.82,58.08,True,442,200.7
CUS-005134,Instagram,9.91,89.25,True,340,257.83
CUS-005135,Google Search,25.51,90.86,True,30,106.0
CUS-005136,Instagram,17.48,86.34,True,77,123.27
CUS-005137,Google Search,2.76,126.2,True,189,258.71
CUS-005138,Google Search,5.7,108.01,True,38,130.81
CUS-005139,Google Search,5.09,22.87,True,106,36.34
CUS-005140,Instagram,6.73,93.14,True,486,344.62
CUS-005141,TikTok,2.63,44.24,True,216,97.33
CUS-005142,TikTok,5.67,90.97,False,346,0.0
CUS-005143,TikTok,3.81,32.9,True,140,58.49
CUS-005144,TikTok,7.39,44.38,True,234,102.07
CUS-005145,Instagram,8.59,45.5,True,100,70.78
CUS-005146,Instagram,8.59,61.91,False,365,0.0
CUS-005147,TikTok,1.21,27.7,False,158,0.0
CUS-005148,Google Search,10.55,94.89,True,191,195.58
CUS-005149,Instagram,3.91,64.32,True,127,109.7
CUS-005150,TikTok,2.43,105.11,False,360,0.0
CUS-005151,Google Search,4.83,74.45,True,351,219.63
CUS-005152,TikTok,8.64,64.19,False,80,0.0
CUS-005153,Google Search,3.67,82.7,True,85,121.75
CUS-005154,TikTok,1.78,13.82,True,89,20.65
CUS-005155,TikTok,3.36,35.34,True,7,36.71
CUS-005156,Google Search,4.52,94.64,False,487,0.0
CUS-005157,TikTok,3.51,67.93,True,101,106.05
CUS-005158,Instagram,9.43,58.2,False,508,0.0
CUS-005159,Instagram,4.53,109.01,True,2,110.22
CUS-005160,TikTok,7.5,81.56,False,254,0.0
CUS-005161,Google Search,17.37,65.36,True,154,121.28
CUS-005162,TikTok,2.0,50.41,False,121,0.0
CUS-005163,Instagram,3.3,57.52,False,44,0.0
CUS-005164,Google Search,27.34,117.18,True,24,132.8
CUS-005165,Instagram,9.9,29.85,False,59,0.0
CUS-005166,Google Search,8.36,81.32,True,270,203.3
CUS-005167,TikTok,1.73,66.2,True,118,109.6
CUS-005168,TikTok,3.56,51.36,True,107,81.89
CUS-005169,Google Search,6.05,10.29,True,37,12.41
CUS-005170,Google Search,6.95,15.19,False,318,0.0
CUS-005171,Google Search,13.42,150.67,True,51,193.36
CUS-005172,Google Search,26.53,114.67,False,226,0.0
CUS-005173,Google Search,3.45,142.44,True,169,276.18
CUS-005174,TikTok,2.55,117.49,False,111,0.0
CUS-005175,Instagram,12.97,131.88,False,75,0.0
CUS-005176,Instagram,4.58,68.5,True,317,189.14
CUS-005177,Google Search,22.44,83.98,False,44,0.0
CUS-005178,Instagram,13.81,52.65,False,39,0.0
CUS-005179,Google Search,15.38,96.78,True,312,264.53
CUS-005180,TikTok,6.3,66.36,True,4,67.83
CUS-005181,Instagram,6.11,45.25,True,32,53.29
CUS-005182,TikTok,3.62,12.49,False,73,0.0
CUS-005183,Google Search,9.57,111.61,False,89,0.0
CUS-005184,TikTok,2.08,69.92,False,311,0.0
CUS-005185,Google Search,19.63,41.81,True,123,70.38
CUS-005186,Google Search,8.53,73.36,True,100,114.12
CUS-005187,Instagram,13.65,130.81,True,232,299.41
CUS-005188,Instagram,13.78,60.17,False,216,0.0
CUS-005189,Instagram,4.52,59.41,True,88,88.45
CUS-005190,TikTok,2.86,39.22,True,28,45.32
CUS-005191,Google Search,9.3,72.1,True,149,131.78
CUS-005192,TikTok,1.14,70.99,True,50,90.71
CUS-005193,Instagram,5.74,70.64,False,132,0.0
CUS-005194,Instagram,4.68,50.94,True,109,81.79
CUS-005195,Instagram,6.56,115.64,False,98,0.0
CUS-005196,Google Search,28.39,148.09,True,17,162.08
CUS-005197,Instagram,3.0,65.14,True,50,83.23
CUS-005198,Google Search,7.57,79.35,True,22,89.05
CUS-005199,Instagram,1.73,53.09,True,27,61.05
CUS-005200,Google Search,8.16,87.89,True,39,106.93
CUS-005201,Google Search,8.24,42.28,True,118,70.0
CUS-005202,Google Search,11.29,147.7,False,239,0.0
CUS-005203,Instagram,14.12,47.52,False,121,0.0
CUS-005204,Google Search,11.88,72.37,True,78,103.73
CUS-005205,Instagram,7.35,71.27,False,126,0.0
CUS-005206,Instagram,4.77,112.84,True,158,211.89
CUS-005207,Google Search,,101.9,False,400,0.0
CUS-005208,Google Search,22.0,101.06,True,112,163.94
CUS-005209,Instagram,6.21,,False,70,0.0
CUS-005210,TikTok,2.59,42.49,True,115,69.64
CUS-005211,Instagram,6.15,53.27,False,89,0.0
CUS-005212,Google Search,15.81,48.79,True,112,79.15
CUS-005213,TikTok,3.16,58.02,True,151,106.69
CUS-005214,Google Search,13.47,84.48,True,10,89.17
CUS-005215,Instagram,8.83,89.76,True,53,116.19
CUS-005216,Instagram,4.99,60.43,True,53,78.22
CUS-005217,TikTok,3.84,66.38,False,98,0.0
CUS-005218,Instagram,1.47,45.1,False,375,0.0
CUS-005219,Instagram,5.3,52.7,True,206,113.01
CUS-005220,Instagram,6.21,50.46,False,15,0.0
CUS-005221,Google Search,5.61,53.01,True,104,83.64
CUS-005222,Instagram,13.78,64.67,True,136,113.53
CUS-005223,TikTok,2.14,7.25,False,46,0.0
CUS-005224,Google Search,15.78,44.96,True,5,46.21
CUS-005225,Google Search,4.01,,False,110,0.0
CUS-005226,Instagram,7.41,106.0,True,37,127.79
CUS-005227,Instagram,13.65,48.67,True,9,51.1
CUS-005228,Google Search,4.04,102.17,True,218,225.91
CUS-005229,Instagram,5.84,47.78,True,120,79.63
CUS-005230,TikTok,1.45,58.01,False,30,0.0
CUS-005231,Google Search,18.17,99.34,True,111,160.6
CUS-005232,Google Search,21.73,113.55,False,53,0.0
